director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,Drama,thirteen,Catherine Hardwicke Holly Hunter Sarah Clarke Kip Pardue Drama
Elia Kazan,Dean Stockwell,Celeste Holm,John Garfield,Drama Romance,gentleman's agreement,Elia Kazan Dean Stockwell Celeste Holm John Garfield Drama Romance
Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Drama,winter's bone,Debra Granik Jennifer Lawrence Shelley Waggener Lauren Sweetser Drama
Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,Adventure Documentary Drama Sport,touching the void,Kevin Macdonald Nicholas Aaron Brendan Mackey Joe Simpson Adventure Documentary Drama Sport
Henry King,Tyrone Power,Don Ameche,John Carradine,Drama Musical Romance,alexander's ragtime band,Henry King Tyrone Power Don Ameche John Carradine Drama Musical Romance
Miranda July,Najarra Townsend,Brad William Henke,Miranda July,Comedy Drama,me and you and everyone we know,Miranda July Najarra Townsend Brad William Henke Miranda July Comedy Drama
Charles Ferguson,Matt Damon,George W. Bush,Barney Frank,Crime Documentary,inside job,Charles Ferguson Matt Damon George W. Bush Barney Frank Crime Documentary
Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Drama Music Romance,we are your friends,Max Joseph Vanessa Lengies Emily Ratajkowski Jonny Weston Drama Music Romance
Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow,Action Crime Drama Thriller,ghost dog: the way of the samurai,Jim Jarmusch Henry Silva Gano Grills Richard Portnow Action Crime Drama Thriller
David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,Action Crime Drama Thriller,harsh times,David Ayer J.K. Simmons Christian Bale Noel Gugliemi Action Crime Drama Thriller
Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,Crime Drama Thriller,captive,Jerry Jameson David Oyelowo Leonor Varela Sydelle Noel Crime Drama Thriller
Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood,Comedy Romance,full frontal,Steven Soderbergh Julia Roberts Enrico Colantoni Blair Underwood Comedy Romance
Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Horror Mystery Thriller,witchboard,Kevin Tenney Kathleen Wilhoite Tawny Kitaen Rose Marie Horror Mystery Thriller
Unknown,Stephen Colbert,Amy Sedaris,Maria Thayer,Comedy,strangers with candy            ,Unknown Stephen Colbert Amy Sedaris Maria Thayer Comedy
Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,hamlet,Kenneth Branagh Julie Christie Brian Blessed Richard Briers Drama
John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,Comedy Drama Romance,shortbus,John Cameron Mitchell Sook-Yin Lee Peter Stickles Raphael Barker Comedy Drama Romance
Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon,Animation Biography Documentary Drama History War,waltz with bashir,Ari Folman Ari Folman Ronny Dayag Zahava Solomon Animation Biography Documentary Drama History War
Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,Adventure,"the book of mormon movie, volume 1: the journey",Gary Rogers Noah Danby Kirby Heyborne Bruce Newbold Adventure
Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld,Documentary War,no end in sight,Charles Ferguson Campbell Scott Dick Cheney Donald Rumsfeld Documentary War
Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon,Drama Romance,the diary of a teenage girl,Marielle Heller Alexander Skarsgård David Fine Austin Lyon Drama Romance
Unknown,Anne Hathaway,Jon Tenney,Debrah Farentino,Comedy Drama Romance,get real            ,Unknown Anne Hathaway Jon Tenney Debrah Farentino Comedy Drama Romance
David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,Documentary History,in the shadow of the moon,David Sington John F. Kennedy Buzz Aldrin Neil Armstrong Documentary History
Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson,Drama Western,meek's cutoff,Kelly Reichardt Bruce Greenwood Zoe Kazan Shirley Henderson Drama Western
Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,Biography Documentary History,inside deep throat,Fenton Bailey Hugh M. Hefner Bill Maher Linda Lovelace Biography Documentary History
Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu,Crime Drama Romance,dinner rush,Bob Giraldi Danny Aiello Manny Perez Ajay Naidu Crime Drama Romance
Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy,Comedy Drama,clockwatchers,Jill Sprecher Alanna Ubach Bob Balaban Jamie Kennedy Comedy Drama
Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,Comedy,the virginity hit,Huck Botko Matt Bennett Krysta Rodriguez Zack Pearlman Comedy
Luc Besson,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Comedy Drama Thriller,subway,Luc Besson Christopher Lambert Isabelle Adjani Jean-Hugues Anglade Comedy Drama Thriller
David Duchovny,Robin Williams,Mark Margolis,Frank Langella,Comedy Drama,house of d,David Duchovny Robin Williams Mark Margolis Frank Langella Comedy Drama
Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley,Comedy Fantasy Horror Thriller,teeth,Mitchell Lichtenstein Jess Weixler Nathan Parsons John Hensley Comedy Fantasy Horror Thriller
Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai,Lance Mungia Jeffrey Falcon Stephane Gauger Kim De Angelo Action Adventure Comedy Drama Music Sci-Fi
Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Action Comedy Romance Thriller,hum to mohabbat karega,Kundan Shah Karisma Kapoor Bobby Deol Shakti Kapoor Action Comedy Romance Thriller
Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,Biography Comedy Drama Music,it's all gone pete tong,Michael Dowse Paul Kaye Neil Maskell Kate Magowan Biography Comedy Drama Music
Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco,Comedy Drama,saint john of las vegas,Hue Rhodes Peter Dinklage Steve Buscemi Romany Malco Comedy Drama
Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins,Comedy Drama Romance Sport,24 7: twenty four seven,Shane Meadows Bob Hoskins Annette Badland Karl Collins Comedy Drama Romance Sport
Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven,Drama,stonewall,Roland Emmerich Jeremy Irvine Caleb Landry Jones Matt Craven Drama
Unknown,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,Comedy Drama Sci-Fi,eureka            ,Unknown Joe Morton Colin Ferguson Salli Richardson-Whitfield Comedy Drama Sci-Fi
Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Animation Comedy Family Romance,roadside romeo,Jugal Hansraj Saif Ali Khan Sanjay Mishra Javed Jaffrey Animation Comedy Family Romance
Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito,Crime Drama,this thing of ours,Danny Provenzano Vincent Pastore Frank Vincent Chuck Zito Crime Drama
Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar,Adventure Family Fantasy,the lost medallion: the adventures of billy stone,Bill Muir Alex Kendrick Jansen Panettiere Tiya Sircar Adventure Family Fantasy
Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona,Comedy Drama Musical Romance,the last five years,Richard LaGravenese Anna Kendrick Jeremy Jordan Charly Bivona Comedy Drama Musical Romance
Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,Drama,the missing person,Noah Buschel Merritt Wever Amy Ryan Paul Adelstein Drama
Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas,Horror Romance Sci-Fi,return of the living dead iii,Brian Yuzna Melinda Clarke Kent McCord Sarah Douglas Horror Romance Sci-Fi
Hunter Richards,Jason Statham,Chris Evans,Dane Cook,Drama Romance,london,Hunter Richards Jason Statham Chris Evans Dane Cook Drama Romance
Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,Drama,sherrybaby,Laurie Collyer Brad William Henke Kate Burton Michelle Hurst Drama
Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn,Comedy Crime,stealing harvard,Bruce McCulloch Martin Starr Megan Mullally Chris Penn Comedy Crime
Aaron Hann,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Drama Horror Mystery Sci-Fi Thriller,circle,Aaron Hann Jordi Vilasuso Michael McLafferty Kaiwi Lyman-Mersereau Drama Horror Mystery Sci-Fi Thriller
James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley,Horror Thriller,eden lake,James Watkins Michael Fassbender Jack O'Connell Lorraine Stanley Horror Thriller
Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte,Thriller,plush,Catherine Hardwicke Frances Fisher James Kyson Marlene Forte Thriller
Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,Action Comedy Fantasy Horror,vampire killers,Phil Claydon MyAnna Buring James Corden Silvia Colloca Action Comedy Fantasy Horror
Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Action Crime Drama,gangster's paradise: jerusalema,Ralph Ziman Rapulana Seiphemo Kenneth Nkosi Robert Hobbs Action Crime Drama
John Simpson,Colin Salmon,Lee Evans,Ian McNeice,Crime Drama Thriller,freeze frame,John Simpson Colin Salmon Lee Evans Ian McNeice Crime Drama Thriller
Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Horror,grave encounters,Colin Minihan Mackenzie Gray Sean Rogerson Ashleigh Gryzko Horror
Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran,Comedy Horror,stitches,Conor McMahon Peter McQuinn Tommy Knight Jemma Curran Comedy Horror
Chris Shadley,Daniel Baldwin,William Lee Scott,Marc Macaulay,Crime Drama Horror Mystery Thriller,nine dead,Chris Shadley Daniel Baldwin William Lee Scott Marc Macaulay Crime Drama Horror Mystery Thriller
Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh,Documentary,"to be frank, sinatra at 100",Simon Napier-Bell Alice Cooper Tim Rice Louis Walsh Documentary
Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser,Comedy,bananas,Woody Allen Woody Allen Charlotte Rae Louise Lasser Comedy
Simon Yin,Paul Sheehan,Linus Roache,Kathy Uyen,Thriller,supercapitalist,Simon Yin Paul Sheehan Linus Roache Kathy Uyen Thriller
Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Action Crime Drama Thriller,rockaway,Jeff Crook Nicholas Gonzalez Mario Cimarro Ricardo Chavira Action Crime Drama Thriller
Unknown,Steven Weber,Tim Daly,Amy Yasbeck,Comedy Drama,wings            ,Unknown Steven Weber Tim Daly Amy Yasbeck Comedy Drama
Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia,Crime Drama Film-Noir Mystery Thriller,the lady from shanghai,Orson Welles Rita Hayworth Everett Sloane Ted de Corsia Crime Drama Film-Noir Mystery Thriller
Dave Payne,Mircea Monroe,Lew Temple,Robert Pine,Horror Thriller,no man's land: the rise of reeker,Dave Payne Mircea Monroe Lew Temple Robert Pine Horror Thriller
James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,Crime Drama,highway,James Cox Jake Gyllenhaal M.C. Gainey Mark Rolston Crime Drama
Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas,Comedy Crime Drama,small apartments,Jonas Åkerlund Noel Gugliemi Saffron Burrows Matt Lucas Comedy Crime Drama
Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton,Comedy,coffee town,Brad Copeland Sunil Narkar Ben Schwartz Glenn Howerton Comedy
Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,Comedy Fantasy Musical Sci-Fi,the ghastly love of johnny x,Paul Bunnell Kate Maberly Kevin McCarthy Paul Williams Comedy Fantasy Musical Sci-Fi
Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann,Comedy Drama,all is bright,Phil Morrison Sally Hawkins Curtiss Cook Peter Hermann Comedy Drama
Harald Reinl,Christopher Lee,Lex Barker,Karin Dor,Horror Mystery,the torture chamber of dr. sadism,Harald Reinl Christopher Lee Lex Barker Karin Dor Horror Mystery
James Cox,Jon Mack,Powers Boothe,Josh Meyers,Comedy Drama,straight a's,James Cox Jon Mack Powers Boothe Josh Meyers Comedy Drama
Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers,Comedy Musical,a funny thing happened on the way to the forum,Richard Lester Buster Keaton Zero Mostel Phil Silvers Comedy Musical
Michael Moore,Michael Moore,Eddie Vedder,Steve Earle,Documentary,slacker uprising,Michael Moore Michael Moore Eddie Vedder Steve Earle Documentary
Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,Action Adventure History Western,the legend of hell's gate: an american conspiracy,Tanner Beard William McNamara Kevin Alejandro Glenn Morshower Action Adventure History Western
Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan,Comedy Horror,the walking deceased,Scott Dow Trenton Rostedt Wray Crawford Dave Sheridan Comedy Horror
Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,Drama Horror Mystery Thriller,the curse of downers grove,Derick Martini Kevin Zegers Bella Heathcote Tom Arnold Drama Horror Mystery Thriller
Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke,Thriller,shark lake,Jerry Dugan Melissa Bolona Michael Aaron Milligan James Chalke Thriller
Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,Crime Drama,river's edge,Tim Hunter Keanu Reeves Daniel Roebuck Ione Skye Crime Drama
Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,Drama Fantasy,northfork,Michael Polish Peter Coyote Anthony Edwards Jon Gries Drama Fantasy
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,Action Thriller,the marine 4: moving target,William Kaufman Paul McGillion Mike 'The Miz' Mizanin David Lewis Action Thriller
Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,Drama Mystery Thriller,buried,Rodrigo Cortés Ryan Reynolds Samantha Mathis Erik Palladino Drama Mystery Thriller
Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins,Comedy Drama Romance,submarine,Richard Ayoade Craig Roberts Paddy Considine Sally Hawkins Comedy Drama Romance
Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Documentary Drama History News,the square,Jehane Noujaim Khalid Abdalla Ahmed Hassan Aida Elkashef Documentary Drama History News
Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,Drama,one to another,Pascal Arnold Karl E. Landler Lizzie Brocheré Pierre Perrier Drama
Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama Fantasy Horror,carrie,Kimberly Peirce Chloë Grace Moretz Judy Greer Portia Doubleday Drama Fantasy Horror
Remo,Lauren Gottlieb,Remo,Prabhudheva,Drama Musical,abcd (any body can dance),Remo Lauren Gottlieb Remo Prabhudheva Drama Musical
Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,a nightmare on elm street,Wes Craven Johnny Depp Lin Shaye Amanda Wyss Horror
James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau,Biography Crime Documentary History Thriller,man on wire,James Marsh Paul McGill Philippe Petit Jean-Louis Blondeau Biography Crime Documentary History Thriller
John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash,Drama,abandoned,John Laing Siobhan Marshall Peter Feeney Rachel Nash Drama
Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,Drama,brotherly love,Jamal Hill Logan Browning Adam Ratcliffe Faizon Love Drama
Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,Drama Horror Thriller,the last exorcism,Daniel Stamm Caleb Landry Jones Ashley Bell Patrick Fabian Drama Horror Thriller
Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Biography Drama Music,nowhere boy,Sam Taylor-Johnson Kristin Scott Thomas Ophelia Lovibond Anne-Marie Duff Biography Drama Music
Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter,Drama,a streetcar named desire,Elia Kazan Marlon Brando Karl Malden Kim Hunter Drama
Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick George C. Scott Slim Pickens Keenan Wynn Comedy
Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Drama Romance,el crimen del padre amaro,Carlos Carrera Damián Alcázar Ana Claudia Talancón Pedro Armendáriz Jr. Drama Romance
Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,Drama Fantasy,beasts of the southern wild,Benh Zeitlin Quvenzhané Wallis Gina Montana Dwight Henry Drama Fantasy
J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,Action Sci-Fi,battle for the planet of the apes,J. Lee Thompson Roddy McDowall Paul Williams Claude Akins Action Sci-Fi
Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,Drama Music,songcatcher,Maggie Greenwald Aidan Quinn David Patrick Kelly Jane Adams Drama Music
Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus,Drama,higher ground,Vera Farmiga Donna Murphy Bill Irwin Michael Chernus Drama
Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam,Comedy Romance,vaalu,Vijay Chandar Hansika Motwani T.R. Silambarasan Brahmanandam Comedy Romance
Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump,Comedy Documentary,the greatest movie ever sold,Morgan Spurlock Quentin Tarantino J.J. Abrams Donald Trump Comedy Documentary
Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries,Comedy Horror,ed and his dead mother,Jonathan Wacks Steve Buscemi Gary Farmer Jon Gries Comedy Horror
Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Adventure Drama,travelers and magicians,Khyentse Norbu Tshewang Dendup Lhakpa Dorji Sonam Kinga Adventure Drama
Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,Western,hang 'em high,Ted Post Clint Eastwood Bruce Dern Alan Hale Jr. Western
Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,Crime Drama Film-Noir,deadline - u.s.a.,Richard Brooks Humphrey Bogart Jim Backus Kim Hunter Crime Drama Film-Noir
Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar,Horror Thriller,sublime,Tony Krantz George Newbern Tom Cavanagh Cas Anvar Horror Thriller
Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,Comedy Horror Thriller,a beginner's guide to snuff,Mitchell Altieri Kimberley Crossman Luke Edwards Bree Williamson Comedy Horror Thriller
W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,Action Sci-Fi,independence daysaster,W.D. Hogan Tom Everett Scott Keenan Tracey Nicholas Carella Action Sci-Fi
Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,Comedy Drama,dysfunctional friends,Corey Grant Christian Keyes Essence Atkins Tatyana Ali Comedy Drama
Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Crime Drama,run lola run,Tom Tykwer Moritz Bleibtreu Ludger Pistor Armin Rohde Crime Drama
Lucky McKee,James Duval,Will Estes,Nora Zehetner,Drama Horror,may,Lucky McKee James Duval Will Estes Nora Zehetner Drama Horror
Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,Adventure Family,against the wild,Richard Boddington Natasha Henstridge CJ Adams Erin Pitt Adventure Family
David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski,Horror,living dark: the story of ted the caver,David Hunt Matthew Alan Chris Cleveland Circus-Szalewski Horror
Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,Adventure Drama,under the same moon,Patricia Riggen America Ferrera Eugenio Derbez Kate del Castillo Adventure Drama
J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,Action Sci-Fi,conquest of the planet of the apes,J. Lee Thompson Roddy McDowall Gordon Jump John Randolph Action Sci-Fi
Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,Crime Drama,in the bedroom,Todd Field Tom Wilkinson Sissy Spacek Karen Allen Crime Drama
Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,Horror Thriller,i spit on your grave,Steven R. Monroe Sarah Butler Chad Lindberg Daniel Franzese Horror Thriller
Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,Comedy Crime Romance,"happy, texas",Mark Illsley Ally Walker Illeana Douglas Jeremy Northam Comedy Crime Romance
Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,Drama Romance,my summer of love,Pawel Pawlikowski Paddy Considine Natalie Press Dean Andrews Drama Romance
Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Drama Romance,the lunchbox,Ritesh Batra Nawazuddin Siddiqui Nimrat Kaur Lillete Dubey Drama Romance
Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,Drama Romance,yes,Sally Potter Shirley Henderson Joan Allen Stephanie Leonidas Drama Romance
Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore,Comedy Drama Romance,you can't take it with you,Frank Capra Jean Arthur Ann Miller Lionel Barrymore Comedy Drama Romance
Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr,Drama Romance War,from here to eternity,Fred Zinnemann Montgomery Clift Donna Reed Deborah Kerr Drama Romance War
John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen,Western,she wore a yellow ribbon,John Ford Harry Carey Jr. Ben Johnson Victor McLaglen Western
Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds,Drama Music,grace unplugged,Brad J. Silverman Shawnee Smith Michael Welch Anthony Reynolds Drama Music
Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,Comedy Drama,foolish,Dave Meyers Eddie Griffin Clifton Powell Marla Gibbs Comedy Drama
David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,Crime Drama Thriller,n-secure,David M. Matthews Essence Atkins Lamman Rucker Tempestt Bledsoe Crime Drama Thriller
Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki,Comedy Drama Romance,caramel,Nadine Labaki Yasmine Al Massri Adel Karam Nadine Labaki Comedy Drama Romance
Lluís Quílez,Stephen Rea,Pixie Davies,Alejandro Furth,Horror Thriller,out of the dark,Lluís Quílez Stephen Rea Pixie Davies Alejandro Furth Horror Thriller
Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,Comedy Drama Romance,the bubble,Eytan Fox Ohad Knoller Lior Ashkenazi Yousef 'Joe' Sweid Comedy Drama Romance
Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams,Drama Mystery Thriller,the conversation,Francis Ford Coppola Harrison Ford Teri Garr Cindy Williams Drama Mystery Thriller
Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla,Romance,dil jo bhi kahey...,Romesh Sharma Annabelle Wallis Revathy Bhoomika Chawla Romance
François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,Crime Drama Romance,mississippi mermaid,François Truffaut Catherine Deneuve Jean-Paul Belmondo Michel Bouquet Crime Drama Romance
Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt,Drama Mystery,i love your work,Adam Goldberg Judy Greer Marisa Coughlan Nicky Katt Drama Mystery
Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis,Horror,cabin fever,Travis Zariwny Dustin Ingram Gage Golightly Samuel Davis Horror
Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action Horror Thriller,dawn of the dead,Zack Snyder Ty Burrell Kevin Zegers Mekhi Phifer Action Horror Thriller
Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison,Comedy Drama Romance,waitress,Adrienne Shelly Lew Temple Cheryl Hines Eddie Jemison Comedy Drama Romance
Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,Action Biography Drama Sport,bloodsport,Newt Arnold Bolo Yeung Donald Gibb Ken Siu Action Biography Drama Sport
Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell,Comedy Drama,mr. smith goes to washington,Frank Capra Claude Rains Jean Arthur Thomas Mitchell Comedy Drama
Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Drama,kids,Larry Clark Rosario Dawson Leo Fitzpatrick Justin Pierce Drama
Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,Comedy Drama,the squid and the whale,Noah Baumbach William Baldwin Elizabeth Meriwether Owen Kline Comedy Drama
Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Comedy Drama Romance,kissing jessica stein,Charles Herman-Wurmfeld Scott Cohen Jennifer Westfeldt Brian Stepanek Comedy Drama Romance
Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni,Comedy Drama,"a woman, a gun and a noodle shop",Yimou Zhang Honglei Sun Ni Yan Dahong Ni Comedy Drama
John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina,Action,kickboxer: vengeance,John Stockwell Matthew Ziff T.J. Storm Sam Medina Action
Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,Film-Noir Mystery Romance Thriller,spellbound,Alfred Hitchcock Norman Lloyd Rhonda Fleming Leo G. Carroll Film-Noir Mystery Romance Thriller
Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,Drama Mystery Romance,exotica,Atom Egoyan Bruce Greenwood Mia Kirshner Sarah Polley Drama Mystery Romance
Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,Comedy Crime Drama Romance,buffalo '66,Vincent Gallo Anjelica Huston Vincent Gallo Jan-Michael Vincent Comedy Crime Drama Romance
James Wan,Lin Shaye,Barbara Hershey,Philip Friedman,Fantasy Horror Mystery Thriller,insidious,James Wan Lin Shaye Barbara Hershey Philip Friedman Fantasy Horror Mystery Thriller
Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval,Comedy Crime Sci-Fi Thriller,repo man,Alex Cox Del Zamora Tracey Walter Miguel Sandoval Comedy Crime Sci-Fi Thriller
Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice,Crime Drama Thriller,nine queens,Fabián Bielinsky Ricardo Darín Gastón Pauls Leticia Brédice Crime Drama Thriller
Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri,Documentary War,the gatekeepers,Dror Moreh Ami Ayalon Yuval Diskin Yaakov Peri Documentary War
Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,Drama,the ballad of jack and rose,Rebecca Miller Beau Bridges Susanna Thompson Ryan McDonald Drama
Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,Comedy Romance,the to do list,Maggie Carey Donald Glover Alia Shawkat Scott Porter Comedy Romance
Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,Crime Drama Thriller,killing zoe,Roger Avary Eric Stoltz Salvator Xuereb Jean-Hugues Anglade Crime Drama Thriller
Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix,Drama,the believer,Henry Bean Ryan Gosling Theresa Russell Summer Phoenix Drama
David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan,Drama Romance,snow angels,David Gordon Green Michael Angarano Connor Paolo Tom Noonan Drama Romance
